"TIME","RBD","UNIT","WW_TPAR","WW_TP","Value","Flag and Footnotes"
"2000","Netherlands","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Netherlands","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Ems - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Ems - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Ems - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Maas / Meuse - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Maas / Meuse - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Maas / Meuse - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Rhine - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Rhine - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Rhine - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Schelde / Escaut - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Schelde / Escaut - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Schelde / Escaut - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Austria","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Austria","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Austria","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Danube - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Danube - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Danube - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Danube upstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Danube upstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Danube upstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Danube downstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Danube downstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Danube downstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","March / Morava (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","March / Morava (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","March / Morava (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Leitha, Raab, Rabnitz","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Leitha, Raab, Rabnitz","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Leitha, Raab, Rabnitz","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Mur","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Mur","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Mur","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Drau / Dráva (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Drau / Dráva (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Drau / Dráva (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Rhine - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Rhine - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Rhine - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Elbe / Labe - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Elbe / Labe - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Elbe / Labe - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Portugal","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Portugal","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Portugal","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Minho and Lima - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Minho and Lima - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Minho and Lima - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Cavado, Ave and Leca - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Cavado, Ave and Leca - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Cavado, Ave and Leca - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Douro - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Douro - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Douro - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Vouga, Mondego and Lis - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Vouga, Mondego and Lis - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Vouga, Mondego and Lis - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Tagus and Western Basins - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Tagus and Western Basins - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Tagus and Western Basins - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Sado and Mira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Sado and Mira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Sado and Mira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Guadiana - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Guadiana - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Guadiana - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Algarve Basins - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Algarve Basins - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Algarve Basins - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Azores - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2000","Azores - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2000","Azores - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2000","Madeira - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
