"TIME","RBD","UNIT","WW_TPAR","WW_TP","Value","Flag and Footnotes"
"2006","Upper Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","146",""
"2006","Upper Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","120",""
"2006","Berounka","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","3",""
"2006","Berounka","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","154",""
"2006","Berounka","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","73",""
"2006","Lower Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","5",""
"2006","Lower Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","106",""
"2006","Lower Vltava / Moldau","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","132",""
"2006","Ohre and lower Labe / Elbe (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","14",""
"2006","Ohre and lower Labe / Elbe (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","198",""
"2006","Ohre and lower Labe / Elbe (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","63",""
"2006","Odra / Oder - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","11",""
"2006","Odra / Oder - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","107",""
"2006","Odra / Oder - RBD (CZ)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","60",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Danube - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Danube - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Danube - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Rhine - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Rhine - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Rhine - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Lake Constance/Alpine Rhine","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Lake Constance/Alpine Rhine","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Lake Constance/Alpine Rhine","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Hochrhein","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Hochrhein","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Hochrhein","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Oberrhein","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Oberrhein","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Oberrhein","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Neckar","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Neckar","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Neckar","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Main","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Main","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Main","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Moselle-Saar (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Moselle-Saar (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Moselle-Saar (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Middle Rhine","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Middle Rhine","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Middle Rhine","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Lower Rhine","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Lower Rhine","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Lower Rhine","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Rhine delta","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Rhine delta","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Rhine delta","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Ems - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Ems - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Ems - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Upper Ems, Ems-Nordradde, Hase","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Upper Ems, Ems-Nordradde, Hase","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Upper Ems, Ems-Nordradde, Hase","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Leda-Jümme, lower Ems, Ems-estuary","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Leda-Jümme, lower Ems, Ems-estuary","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Leda-Jümme, lower Ems, Ems-estuary","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Weser - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Weser - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Weser - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Werra","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Werra","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Werra","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Fulda-Diemel","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Fulda-Diemel","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Fulda-Diemel","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Weser","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Weser","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Weser","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Aller","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Aller","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Aller","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Leine","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Leine","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Leine","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Tide-Weser","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Tide-Weser","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Tide-Weser","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Elbe / Labe - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Elbe / Labe - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Elbe / Labe - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Mulde-Elbe-Schwarze Elster","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Mulde-Elbe-Schwarze Elster","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Mulde-Elbe-Schwarze Elster","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Mittelelbe-Elde","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Mittelelbe-Elde","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Mittelelbe-Elde","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Havel","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Havel","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Havel","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Tide-Elbe","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Tide-Elbe","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Tide-Elbe","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Oder / Odra - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Oder / Odra - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Oder / Odra - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Maas / Meuse - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Maas / Meuse - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Maas / Meuse - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Eider - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Eider - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Eider - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Schlei-Trave - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Schlei-Trave - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Schlei-Trave - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Warnow-Peene - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Warnow-Peene - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Warnow-Peene - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Estonia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Estonia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Estonia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","West Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","West Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","West Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Läänesaarte","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Läänesaarte","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Läänesaarte","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Matsalu","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Matsalu","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Matsalu","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Pärnu","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Pärnu","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Pärnu","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Harju","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Harju","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Harju","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","East Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","East Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","East Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Viru","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Viru","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Viru","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Vörtsjärve","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Vörtsjärve","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Vörtsjärve","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Peipsi","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Peipsi","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Peipsi","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Koiva /Gauja - RBD (EE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Koiva /Gauja - RBD (EE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Koiva /Gauja - RBD (EE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Shannon - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Shannon - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Shannon - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","South Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","South Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","South Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Croatia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Croatia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Croatia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Cyprus","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Cyprus","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Cyprus","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Cyprus - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Cyprus - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Cyprus - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Latvia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","474",""
"2006","Latvia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","683",""
"2006","Latvia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","16",""
"2006","Daugava - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","155",""
"2006","Daugava - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","284",""
"2006","Daugava - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","6",""
"2006","Gauja (Koiva) - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","85",""
"2006","Gauja (Koiva) - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","130",""
"2006","Gauja (Koiva) - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","1",""
"2006","Lielupe - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","69",""
"2006","Lielupe - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","118",""
"2006","Lielupe - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","4",""
"2006","Venta - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","165",""
"2006","Venta - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","151",""
"2006","Venta - RBD (LV)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","5",""
"2006","Lithuania","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Lithuania","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Lithuania","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Nemunas - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Nemunas - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Nemunas - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Baltic Sea coastal waters","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Baltic Sea coastal waters","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Baltic Sea coastal waters","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Venta - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Venta - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Venta - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Lielupe - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Lielupe - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Lielupe - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Daugava - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Daugava - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Daugava - RBD (LT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Luxembourg","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Luxembourg","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Luxembourg","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Moselle - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Moselle - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Moselle - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Meuse / Maas - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Meuse / Maas - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Meuse / Maas - RBD (LU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Hungary","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Hungary","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Hungary","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Danube - RBD (HU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Danube - RBD (HU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Danube - RBD (HU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Balaton","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Balaton","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Balaton","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Dráva / Drau (HU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Dráva / Drau (HU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Dráva / Drau (HU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Danube (HU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Danube (HU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Danube (HU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Tisza / Tysa (HU)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Tisza / Tysa (HU)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Tisza / Tysa (HU)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Malta","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2006","Malta","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","1",""
"2006","Malta","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2006","Malta - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2006","Malta - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","1",""
"2006","Malta - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","0",""
"2006","Netherlands","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2006","Netherlands","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","9",""
"2006","Netherlands","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","357",""
"2006","Ems - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2006","Ems - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","0",""
"2006","Ems - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","18",""
"2006","Maas / Meuse - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2006","Maas / Meuse - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","5",""
"2006","Maas / Meuse - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","54",""
"2006","Rhine - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2006","Rhine - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","2",""
"2006","Rhine - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","264",""
"2006","Schelde / Escaut - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","0",""
"2006","Schelde / Escaut - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","2",""
"2006","Schelde / Escaut - RBD (NL)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","21",""
"2006","Austria","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Austria","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Austria","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Danube - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Danube - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Danube - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Danube upstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Danube upstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Danube upstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Danube downstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Danube downstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Danube downstream Jochenstein (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","March / Morava (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","March / Morava (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","March / Morava (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Leitha, Raab, Rabnitz","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Leitha, Raab, Rabnitz","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Leitha, Raab, Rabnitz","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Mur","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Mur","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Mur","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Drau / Dráva (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Drau / Dráva (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Drau / Dráva (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Rhine - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Rhine - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Rhine - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Elbe / Labe - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2006","Elbe / Labe - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2006","Elbe / Labe - RBD (AT)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2006","Portugal","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","2,982",""
"2006","Portugal","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment","674",""
"2006","Portugal","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment","50",""
"2006","Minho and Lima - RBD (PT)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment","20",""
