"TIME","RBD","WAT_SRC","WAT_PROC","UNIT","Value","Flag and Footnotes"
"2014","Daugava - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Gauja (Koiva) - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Lielupe - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Venta - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Lithuania","Fresh surface water","Total gross abstraction","Million cubic metres","229.737",""
"2014","Nemunas - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","186.446",""
"2014","Venta - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","17.343",""
"2014","Lielupe - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","5.508",""
"2014","Daugava - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","20.44",""
"2014","Luxembourg","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Meuse / Maas - RBD (LU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Rhine - RBD (LU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Hungary","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Danube - RBD (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Balaton","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Dráva / Drau (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Danube (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Tisza / Tysa (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Malta","Fresh surface water","Total gross abstraction","Million cubic metres","2.62",""
"2014","Malta - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Netherlands","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Ems - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Maas / Meuse - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Rhine - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Schelde / Escaut - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Austria","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Danube - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Danube upstream Jochenstein (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Danube downstream Jochenstein (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","March / Morava (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Leitha, Raab, Rabnitz","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Mur","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Drau / Dráva (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Rhine - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Elbe / Labe - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Poland","Fresh surface water","Total gross abstraction","Million cubic metres","8,731.017",""
"2014","Danube - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.254",""
"2014","Vistula / Wisla - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","5,454.797",""
"2014","Little Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","144.331",""
"2014","Upper Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","2,027.976",""
"2014","Middle Vistula without Bug and Narew","Fresh surface water","Total gross abstraction","Million cubic metres","2,421.659",""
"2014","Bug and Narew","Fresh surface water","Total gross abstraction","Million cubic metres","703.114",""
"2014","Lower Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","157.717",""
"2014","Swieza - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","1.863",""
"2014","Jarft - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0",""
"2014","Labe / Elbe - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.707",""
"2014","Odra / Oder - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","3,260.102",""
"2014","Upper Oder","Fresh surface water","Total gross abstraction","Million cubic metres","33.312",""
"2014","Middle Oder","Fresh surface water","Total gross abstraction","Million cubic metres","426.504",""
"2014","Warta","Fresh surface water","Total gross abstraction","Million cubic metres","1,660.138",""
"2014","Lower Oder and Western Coast","Fresh surface water","Total gross abstraction","Million cubic metres","1,140.148",""
"2014","Pregolya / Prieglius - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","11.777",""
"2014","Nemunas - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.014",""
"2014","Dniester - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","1.503",""
"2014","Portugal","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Minho and Lima - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Cavado, Ave and Leca - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Douro - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Vouga, Mondego and Lis - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Tagus and Western Basins - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Sado and Mira - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Guadiana - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Algarve Basins - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Azores - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Madeira - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Romania","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Danube - RBD (RO)","Fresh surface water","Total gross abstraction","Million cubic metres","5,714.58",""
"2014","Banat","Fresh surface water","Total gross abstraction","Million cubic metres","81.51",""
"2014","Siret","Fresh surface water","Total gross abstraction","Million cubic metres","141.19",""
"2014","Prut-Barlad","Fresh surface water","Total gross abstraction","Million cubic metres","276.02",""
"2014","Jiu","Fresh surface water","Total gross abstraction","Million cubic metres","738.65",""
"2014","Olt","Fresh surface water","Total gross abstraction","Million cubic metres","250.26",""
"2014","Arges-Vedea","Fresh surface water","Total gross abstraction","Million cubic metres","409.93",""
"2014","Ialomita-Buzau","Fresh surface water","Total gross abstraction","Million cubic metres","299.36",""
"2014","Dobrogea","Fresh surface water","Total gross abstraction","Million cubic metres","2,731.06",""
"2014","Mures","Fresh surface water","Total gross abstraction","Million cubic metres","577.86",""
"2014","Crisuri","Fresh surface water","Total gross abstraction","Million cubic metres","54.085",""
"2014","Somes-Tisa (RO)","Fresh surface water","Total gross abstraction","Million cubic metres","154.62",""
"2014","Slovenia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Danube - RBD (SI)","Fresh surface water","Total gross abstraction","Million cubic metres","772.64",""
"2014","North Adriatic - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0.71",""
"2014","Slovakia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Dunajec and Poprad (Vistula) - RBD (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","2.21",""
"2014","Danube - RBD (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","235.87",""
"2014","Bodrog","Fresh surface water","Total gross abstraction","Million cubic metres","27.63",""
"2014","Morava/March (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","0.3",""
"2014","Danube (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","27.91",""
"2014","Vah","Fresh surface water","Total gross abstraction","Million cubic metres","87.79",""
"2014","Hron","Fresh surface water","Total gross abstraction","Million cubic metres","51.47",""
"2014","Ipel","Fresh surface water","Total gross abstraction","Million cubic metres","2.64",""
"2014","Slana","Fresh surface water","Total gross abstraction","Million cubic metres","3.33",""
"2014","Hornád","Fresh surface water","Total gross abstraction","Million cubic metres","2.83",""
"2014","Bodva","Fresh surface water","Total gross abstraction","Million cubic metres","6.54",""
"2014","Sweden","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Bothnian Bay - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Bothnian Sea - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","North Baltic Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","South Baltic Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Skagerrak and Kattegat - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Iceland","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Rhine - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Rhône - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Po - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Danube - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2014","Former Yugoslav Republic of Macedonia, the","Fresh surface water","Total gross abstraction","Million cubic metres","306",""
"2014","Albania","Fresh surface water","Total gross abstraction","Million cubic metres","457","e"
"2014","Serbia","Fresh surface water","Total gross abstraction","Million cubic metres","2,926.9",""
"2014","Turkey","Fresh surface water","Total gross abstraction","Million cubic metres","37,370.95",""
"2014","Bosnia and Herzegovina","Fresh surface water","Total gross abstraction","Million cubic metres","112.4",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Fresh surface water","Total gross abstraction","Million cubic metres","30.1",""
"2015","Scheldt/Escaut - RBD (BE-Brussels)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Schelde/Escaut - RBD (BE-Flemish region)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Maas/Meuse - RBD (BE-Flemish region)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Bulgaria","Fresh surface water","Total gross abstraction","Million cubic metres","5,070.8",""
"2015","Danube - RBD (BG)","Fresh surface water","Total gross abstraction","Million cubic metres","2,724.3",""
"2015","Black Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","220.1",""
"2015","East Aegean - RBD (BG)","Fresh surface water","Total gross abstraction","Million cubic metres","2,045.1",""
"2015","West Aegean - RBD (BG)","Fresh surface water","Total gross abstraction","Million cubic metres","81.3",""
"2015","Czech Republic","Fresh surface water","Total gross abstraction","Million cubic metres","1,236.7",""
"2015","Danube - RBD (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","187.1",""
"2015","Dyje / Thaya","Fresh surface water","Total gross abstraction","Million cubic metres","89.1",""
"2015","Other tributaries of the Danube","Fresh surface water","Total gross abstraction","Million cubic metres","0.2",""
"2015","Morava / March (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","97.9",""
"2015","Labe / Elbe - RBD (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","906.5",""
"2015","Upper and middle Labe / Elbe (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","171.8",""
"2015","Upper Vltava / Moldau","Fresh surface water","Total gross abstraction","Million cubic metres","64.8",""
"2015","Berounka","Fresh surface water","Total gross abstraction","Million cubic metres","34.5",""
"2015","Lower Vltava / Moldau","Fresh surface water","Total gross abstraction","Million cubic metres","122",""
"2015","Ohre and lower Labe / Elbe (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","513.5",""
"2015","Odra / Oder - RBD (CZ)","Fresh surface water","Total gross abstraction","Million cubic metres","143.1",""
"2015","Upper Odra / Oder","Fresh surface water","Total gross abstraction","Million cubic metres","141.5",""
"2015","Luzická Nisa and other tributaries of the Odra / Oder","Fresh surface water","Total gross abstraction","Million cubic metres","1.6",""
"2015","Zealand - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Germany (until 1990 former territory of the FRG)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Danube - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Rhine - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Lake Constance/Alpine Rhine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Hochrhein","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Oberrhein","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Neckar","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Main","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Moselle-Saar (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Middle Rhine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Lower Rhine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Rhine delta","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Ems - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Upper Ems, Ems-Nordradde, Hase","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Leda-Jümme, lower Ems, Ems-estuary","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Weser - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Werra","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Fulda-Diemel","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Weser","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Aller","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Leine","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Tide-Weser","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Elbe / Labe - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Mulde-Elbe-Schwarze Elster","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Mittelelbe-Elde","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Havel","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Tide-Elbe","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Oder / Odra - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Maas / Meuse - RBD (DE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Eider - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Schlei-Trave - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Warnow-Peene - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Estonia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","West Estonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","East Estonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Koiva /Gauja - RBD (EE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Western Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","131.07",""
"2015","Northern Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","360.67",""
"2015","Eastern Peloponnese - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","244.71",""
"2015","Western Central Greece - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","908",""
"2015","Epirus - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","218.5",""
"2015","Attica - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0",""
"2015","Eastern Central Greece - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","251.87",""
"2015","Thessalia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","89",""
"2015","Western Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","543.83",""
"2015","Central Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","470.98",""
"2015","Eastern Macedonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","617.3",""
"2015","Thrace - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","347.14",""
"2015","Crete - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","40.4",""
"2015","Aegean Islands - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","22.02",""
"2015","Miño-Sil - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Galician Coast - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Western Cantabrian RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Eastern Cantabrian RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Duero - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Tagus - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Guadiana - RBD (ES)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Guadalquivir - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Andalusia Mediterranean Basins - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Guadalete and Barbate - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Tinto, Odiel and Piedras - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Segura - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Júcar - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Ebro - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Catalonia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Balearic Islands - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Gran Canaria - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Ceuta - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Escaut / Schelde - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Meuse-Chiers - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Sambre - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Rhine - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Moselle-Saar (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Upper Rhine and Ill","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Rhone and the mediterranean coastal rivers - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Coastal streams of the Cote d'Azur","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Languedoc Roussillon coastals","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Doubs","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Durance","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Ardèche-Gard","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Haut-Rhône","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Isère-Drôme","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Rhône moyen","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Saône","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Corse - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Adour, Garonne, Dordogne, Charente and Charente and Aquitaine coastal streams - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Adour","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Charente","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Charente and Aquitaine coastal streams","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Dordogne","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Garonne","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Lot","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Tarn-Aveyron","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Loire, the coastal rivers of Vendée and Bretagne - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Allier-Upper Loire","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Lower Loire and coastal rivers of Vendée","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Middle Loire","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Mayenne-Sarthe-Loir","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Vilaine and Brittany coastal streams","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Vienne-Creuse","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Seine and the Normandy coastal streams - RBD (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Coastal streams of Normandy","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Marne","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Oise","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Seine upstream Paris (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Seine downstream Paris (FR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Croatia","Fresh surface water","Total gross abstraction","Million cubic metres","225",""
"2015","Danube - RBD (HR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Adriatic - RBD (HR)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Italy","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Eastern Alps - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Po - RBD (IT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Northern Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Serchio - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Middle Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Southern Apennines - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Sardinia - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Sicily - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Cyprus","Fresh surface water","Total gross abstraction","Million cubic metres","81.9",""
"2015","Cyprus - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Latvia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Daugava - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Gauja (Koiva) - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Lielupe - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Venta - RBD (LV)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Lithuania","Fresh surface water","Total gross abstraction","Million cubic metres","253.56",""
"2015","Nemunas - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","210.129",""
"2015","Venta - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","19.958",""
"2015","Lielupe - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","4.525",""
"2015","Daugava - RBD (LT)","Fresh surface water","Total gross abstraction","Million cubic metres","18.948",""
"2015","Luxembourg","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Meuse / Maas - RBD (LU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Rhine - RBD (LU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Hungary","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Danube - RBD (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Balaton","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Dráva / Drau (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Danube (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Tisza / Tysa (HU)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Malta","Fresh surface water","Total gross abstraction","Million cubic metres","2.62",""
"2015","Malta - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Netherlands","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Ems - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Maas / Meuse - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Rhine - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Schelde / Escaut - RBD (NL)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Austria","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Danube - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Danube upstream Jochenstein (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Danube downstream Jochenstein (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","March / Morava (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Leitha, Raab, Rabnitz","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Mur","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Drau / Dráva (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Rhine - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Elbe / Labe - RBD (AT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Poland","Fresh surface water","Total gross abstraction","Million cubic metres","8,485.974",""
"2015","Danube - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.461",""
"2015","Vistula / Wisla - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","5,328.505",""
"2015","Little Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","151.477",""
"2015","Upper Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","2,054.395",""
"2015","Middle Vistula without Bug and Narew","Fresh surface water","Total gross abstraction","Million cubic metres","2,389.146",""
"2015","Bug and Narew","Fresh surface water","Total gross abstraction","Million cubic metres","574.028",""
"2015","Lower Vistula","Fresh surface water","Total gross abstraction","Million cubic metres","159.459",""
"2015","Swieza - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","1.255",""
"2015","Jarft - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","0",""
"2015","Labe / Elbe - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.727",""
"2015","Odra / Oder - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","3,143.658",""
"2015","Upper Oder","Fresh surface water","Total gross abstraction","Million cubic metres","31.279",""
"2015","Middle Oder","Fresh surface water","Total gross abstraction","Million cubic metres","420.873",""
"2015","Warta","Fresh surface water","Total gross abstraction","Million cubic metres","1,501.582",""
"2015","Lower Oder and Western Coast","Fresh surface water","Total gross abstraction","Million cubic metres","1,189.925",""
"2015","Pregolya / Prieglius - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","9.834",""
