"TIME","GEO","WAT_PROC","UNIT","Value","Flag and Footnotes"
"2012","Bosnia and Herzegovina","Actual evapotranspiration","Million cubic metres","19,005",""
"2012","Bosnia and Herzegovina","Internal Flow","Million cubic metres","12,670",""
"2012","Bosnia and Herzegovina","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2012","Bosnia and Herzegovina","Total actual outflow","Million cubic metres",":",""
"2012","Bosnia and Herzegovina","Renewable freshwater resources","Million cubic metres",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Precipitation","Million cubic metres","647.5",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Actual evapotranspiration","Million cubic metres",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Internal Flow","Million cubic metres",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Total actual outflow","Million cubic metres",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Renewable freshwater resources","Million cubic metres",":",""
"2013","Belgium","Precipitation","Million cubic metres","25,848",""
"2013","Belgium","Actual evapotranspiration","Million cubic metres",":",""
"2013","Belgium","Internal Flow","Million cubic metres",":",""
"2013","Belgium","Actual external inflow from neighbouring territories","Million cubic metres","19,078","e"
"2013","Belgium","Total actual outflow","Million cubic metres","26,889","e"
"2013","Belgium","Renewable freshwater resources","Million cubic metres",":",""
"2013","Bulgaria","Precipitation","Million cubic metres","70,865",""
"2013","Bulgaria","Actual evapotranspiration","Million cubic metres","54,681",""
"2013","Bulgaria","Internal Flow","Million cubic metres","16,184",""
"2013","Bulgaria","Actual external inflow from neighbouring territories","Million cubic metres","93,475",""
"2013","Bulgaria","Total actual outflow","Million cubic metres","116,060",""
"2013","Bulgaria","Renewable freshwater resources","Million cubic metres","109,659",""
"2013","Czech Republic","Precipitation","Million cubic metres","57,336","e"
"2013","Czech Republic","Actual evapotranspiration","Million cubic metres","38,296","e"
"2013","Czech Republic","Internal Flow","Million cubic metres","19,040","e"
"2013","Czech Republic","Actual external inflow from neighbouring territories","Million cubic metres","845","e"
"2013","Czech Republic","Total actual outflow","Million cubic metres","19,885","e"
"2013","Czech Republic","Renewable freshwater resources","Million cubic metres","19,885","e"
"2013","Denmark","Precipitation","Million cubic metres",":",""
"2013","Denmark","Actual evapotranspiration","Million cubic metres",":",""
"2013","Denmark","Internal Flow","Million cubic metres",":",""
"2013","Denmark","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Denmark","Total actual outflow","Million cubic metres",":",""
"2013","Denmark","Renewable freshwater resources","Million cubic metres",":",""
"2013","Germany (until 1990 former territory of the FRG)","Precipitation","Million cubic metres","276,000",""
"2013","Germany (until 1990 former territory of the FRG)","Actual evapotranspiration","Million cubic metres","175,000",""
"2013","Germany (until 1990 former territory of the FRG)","Internal Flow","Million cubic metres","101,000",""
"2013","Germany (until 1990 former territory of the FRG)","Actual external inflow from neighbouring territories","Million cubic metres","80,000",""
"2013","Germany (until 1990 former territory of the FRG)","Total actual outflow","Million cubic metres","202,000",""
"2013","Germany (until 1990 former territory of the FRG)","Renewable freshwater resources","Million cubic metres","181,000",""
"2013","Estonia","Precipitation","Million cubic metres","25,719",""
"2013","Estonia","Actual evapotranspiration","Million cubic metres","16,362","e"
"2013","Estonia","Internal Flow","Million cubic metres","9,357","e"
"2013","Estonia","Actual external inflow from neighbouring territories","Million cubic metres","10,601",""
"2013","Estonia","Total actual outflow","Million cubic metres","12,600",""
"2013","Estonia","Renewable freshwater resources","Million cubic metres","19,958","e"
"2013","Ireland","Precipitation","Million cubic metres","83,886",""
"2013","Ireland","Actual evapotranspiration","Million cubic metres","37,749",""
"2013","Ireland","Internal Flow","Million cubic metres","46,137",""
"2013","Ireland","Actual external inflow from neighbouring territories","Million cubic metres","3,360",""
"2013","Ireland","Total actual outflow","Million cubic metres",":",""
"2013","Ireland","Renewable freshwater resources","Million cubic metres","49,497",""
"2013","Greece","Precipitation","Million cubic metres",":",""
"2013","Greece","Actual evapotranspiration","Million cubic metres",":",""
"2013","Greece","Internal Flow","Million cubic metres",":",""
"2013","Greece","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Greece","Total actual outflow","Million cubic metres",":",""
"2013","Greece","Renewable freshwater resources","Million cubic metres",":",""
"2013","Spain","Precipitation","Million cubic metres","263,370.6",""
"2013","Spain","Actual evapotranspiration","Million cubic metres","199,929.8",""
"2013","Spain","Internal Flow","Million cubic metres","63,440.8",""
"2013","Spain","Actual external inflow from neighbouring territories","Million cubic metres","0",""
"2013","Spain","Total actual outflow","Million cubic metres",":",""
"2013","Spain","Renewable freshwater resources","Million cubic metres","63,440.8",""
"2013","France","Precipitation","Million cubic metres","578,551.654",""
"2013","France","Actual evapotranspiration","Million cubic metres","260,956.48",""
"2013","France","Internal Flow","Million cubic metres","317,595.174",""
"2013","France","Actual external inflow from neighbouring territories","Million cubic metres","15,041.7",""
"2013","France","Total actual outflow","Million cubic metres","263,670.7",""
"2013","France","Renewable freshwater resources","Million cubic metres","332,636.874",""
"2013","Croatia","Precipitation","Million cubic metres","61,108",""
"2013","Croatia","Actual evapotranspiration","Million cubic metres","38,990",""
"2013","Croatia","Internal Flow","Million cubic metres","22,118",""
"2013","Croatia","Actual external inflow from neighbouring territories","Million cubic metres","123,400",""
"2013","Croatia","Total actual outflow","Million cubic metres","70,420",""
"2013","Croatia","Renewable freshwater resources","Million cubic metres","145,518",""
"2013","Italy","Precipitation","Million cubic metres",":",""
"2013","Italy","Actual evapotranspiration","Million cubic metres",":",""
"2013","Italy","Internal Flow","Million cubic metres",":",""
"2013","Italy","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Italy","Total actual outflow","Million cubic metres",":",""
"2013","Italy","Renewable freshwater resources","Million cubic metres",":",""
"2013","Cyprus","Precipitation","Million cubic metres","1,770",""
"2013","Cyprus","Actual evapotranspiration","Million cubic metres","1,593",""
"2013","Cyprus","Internal Flow","Million cubic metres","177",""
"2013","Cyprus","Actual external inflow from neighbouring territories","Million cubic metres","0",""
"2013","Cyprus","Total actual outflow","Million cubic metres","60",""
"2013","Cyprus","Renewable freshwater resources","Million cubic metres","177",""
"2013","Latvia","Precipitation","Million cubic metres","40,641",""
"2013","Latvia","Actual evapotranspiration","Million cubic metres","20,414",""
"2013","Latvia","Internal Flow","Million cubic metres","20,227",""
"2013","Latvia","Actual external inflow from neighbouring territories","Million cubic metres","17,717",""
"2013","Latvia","Total actual outflow","Million cubic metres","32,994",""
"2013","Latvia","Renewable freshwater resources","Million cubic metres","37,944",""
"2013","Lithuania","Precipitation","Million cubic metres","43,152",""
"2013","Lithuania","Actual evapotranspiration","Million cubic metres","32,959",""
"2013","Lithuania","Internal Flow","Million cubic metres","10,193",""
"2013","Lithuania","Actual external inflow from neighbouring territories","Million cubic metres","10,345",""
"2013","Lithuania","Total actual outflow","Million cubic metres","25,789",""
"2013","Lithuania","Renewable freshwater resources","Million cubic metres","20,538",""
"2013","Luxembourg","Precipitation","Million cubic metres",":",""
"2013","Luxembourg","Actual evapotranspiration","Million cubic metres",":",""
"2013","Luxembourg","Internal Flow","Million cubic metres",":",""
"2013","Luxembourg","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Luxembourg","Total actual outflow","Million cubic metres",":",""
"2013","Luxembourg","Renewable freshwater resources","Million cubic metres",":",""
"2013","Hungary","Precipitation","Million cubic metres","62,031",""
"2013","Hungary","Actual evapotranspiration","Million cubic metres","53,754",""
"2013","Hungary","Internal Flow","Million cubic metres","8,277",""
"2013","Hungary","Actual external inflow from neighbouring territories","Million cubic metres","117,873",""
"2013","Hungary","Total actual outflow","Million cubic metres","133,144",""
"2013","Hungary","Renewable freshwater resources","Million cubic metres","126,150",""
"2013","Malta","Precipitation","Million cubic metres","151.54",""
"2013","Malta","Actual evapotranspiration","Million cubic metres","66.66",""
"2013","Malta","Internal Flow","Million cubic metres","84.88",""
"2013","Malta","Actual external inflow from neighbouring territories","Million cubic metres","0",""
"2013","Malta","Total actual outflow","Million cubic metres","61.89",""
"2013","Malta","Renewable freshwater resources","Million cubic metres","84.88",""
"2013","Netherlands","Precipitation","Million cubic metres","30,496.9",""
"2013","Netherlands","Actual evapotranspiration","Million cubic metres","21,693.1","d"
"2013","Netherlands","Internal Flow","Million cubic metres","8,803.8",""
"2013","Netherlands","Actual external inflow from neighbouring territories","Million cubic metres","91,755",""
"2013","Netherlands","Total actual outflow","Million cubic metres","94,553.62",""
"2013","Netherlands","Renewable freshwater resources","Million cubic metres","100,558.8","d"
"2013","Austria","Precipitation","Million cubic metres",":",""
"2013","Austria","Actual evapotranspiration","Million cubic metres",":",""
"2013","Austria","Internal Flow","Million cubic metres",":",""
"2013","Austria","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Austria","Total actual outflow","Million cubic metres",":",""
"2013","Austria","Renewable freshwater resources","Million cubic metres",":",""
"2013","Poland","Precipitation","Million cubic metres","210,119.2",""
"2013","Poland","Actual evapotranspiration","Million cubic metres","152,470.9",""
"2013","Poland","Internal Flow","Million cubic metres","57,648.3",""
"2013","Poland","Actual external inflow from neighbouring territories","Million cubic metres","9,349.7",""
"2013","Poland","Total actual outflow","Million cubic metres","66,998",""
"2013","Poland","Renewable freshwater resources","Million cubic metres","66,998",""
"2013","Portugal","Precipitation","Million cubic metres",":",""
"2013","Portugal","Actual evapotranspiration","Million cubic metres",":",""
"2013","Portugal","Internal Flow","Million cubic metres",":",""
"2013","Portugal","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Portugal","Total actual outflow","Million cubic metres",":",""
"2013","Portugal","Renewable freshwater resources","Million cubic metres",":",""
"2013","Romania","Precipitation","Million cubic metres","162,798.9",""
"2013","Romania","Actual evapotranspiration","Million cubic metres","127,456",""
"2013","Romania","Internal Flow","Million cubic metres","35,342.9",""
"2013","Romania","Actual external inflow from neighbouring territories","Million cubic metres","230",""
"2013","Romania","Total actual outflow","Million cubic metres","13,612",""
"2013","Romania","Renewable freshwater resources","Million cubic metres","35,572.9",""
"2013","Slovenia","Precipitation","Million cubic metres","34,848",""
"2013","Slovenia","Actual evapotranspiration","Million cubic metres","13,418",""
"2013","Slovenia","Internal Flow","Million cubic metres","21,430",""
"2013","Slovenia","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Slovenia","Total actual outflow","Million cubic metres",":",""
"2013","Slovenia","Renewable freshwater resources","Million cubic metres",":",""
"2013","Slovakia","Precipitation","Million cubic metres","42,348",""
"2013","Slovakia","Actual evapotranspiration","Million cubic metres","22,690",""
"2013","Slovakia","Internal Flow","Million cubic metres","19,658",""
"2013","Slovakia","Actual external inflow from neighbouring territories","Million cubic metres","78,392",""
"2013","Slovakia","Total actual outflow","Million cubic metres","96,170",""
"2013","Slovakia","Renewable freshwater resources","Million cubic metres","98,050",""
"2013","Finland","Precipitation","Million cubic metres","221,166",""
"2013","Finland","Actual evapotranspiration","Million cubic metres","114,369",""
"2013","Finland","Internal Flow","Million cubic metres","106,797",""
"2013","Finland","Actual external inflow from neighbouring territories","Million cubic metres","3,835",""
"2013","Finland","Total actual outflow","Million cubic metres","111,261",""
"2013","Finland","Renewable freshwater resources","Million cubic metres","110,632",""
"2013","Sweden","Precipitation","Million cubic metres","311,389",""
"2013","Sweden","Actual evapotranspiration","Million cubic metres","163,739",""
"2013","Sweden","Internal Flow","Million cubic metres","147,650",""
"2013","Sweden","Actual external inflow from neighbouring territories","Million cubic metres","12,121",""
"2013","Sweden","Total actual outflow","Million cubic metres","160,782",""
"2013","Sweden","Renewable freshwater resources","Million cubic metres","159,771",""
"2013","United Kingdom","Precipitation","Million cubic metres",":",""
"2013","United Kingdom","Actual evapotranspiration","Million cubic metres",":",""
"2013","United Kingdom","Internal Flow","Million cubic metres",":",""
"2013","United Kingdom","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","United Kingdom","Total actual outflow","Million cubic metres",":",""
"2013","United Kingdom","Renewable freshwater resources","Million cubic metres",":",""
"2013","Liechtenstein","Precipitation","Million cubic metres",":",""
"2013","Liechtenstein","Actual evapotranspiration","Million cubic metres",":",""
"2013","Liechtenstein","Internal Flow","Million cubic metres",":",""
"2013","Liechtenstein","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Liechtenstein","Total actual outflow","Million cubic metres",":",""
"2013","Liechtenstein","Renewable freshwater resources","Million cubic metres",":",""
"2013","Norway","Precipitation","Million cubic metres","397,998","e"
"2013","Norway","Actual evapotranspiration","Million cubic metres","157,360","e"
"2013","Norway","Internal Flow","Million cubic metres","240,638",""
"2013","Norway","Actual external inflow from neighbouring territories","Million cubic metres","10,139","b"
"2013","Norway","Total actual outflow","Million cubic metres","397,202","b"
"2013","Norway","Renewable freshwater resources","Million cubic metres","250,777",""
"2013","Switzerland","Precipitation","Million cubic metres","65,295",""
"2013","Switzerland","Actual evapotranspiration","Million cubic metres","19,328",""
"2013","Switzerland","Internal Flow","Million cubic metres","45,967",""
"2013","Switzerland","Actual external inflow from neighbouring territories","Million cubic metres","15,874",""
"2013","Switzerland","Total actual outflow","Million cubic metres","62,130",""
"2013","Switzerland","Renewable freshwater resources","Million cubic metres","61,841",""
"2013","Former Yugoslav Republic of Macedonia, the","Precipitation","Million cubic metres",":",""
"2013","Former Yugoslav Republic of Macedonia, the","Actual evapotranspiration","Million cubic metres",":",""
"2013","Former Yugoslav Republic of Macedonia, the","Internal Flow","Million cubic metres",":",""
"2013","Former Yugoslav Republic of Macedonia, the","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Former Yugoslav Republic of Macedonia, the","Total actual outflow","Million cubic metres",":",""
"2013","Former Yugoslav Republic of Macedonia, the","Renewable freshwater resources","Million cubic metres",":",""
"2013","Albania","Precipitation","Million cubic metres","30,615","b"
"2013","Albania","Actual evapotranspiration","Million cubic metres","13,164.45",""
"2013","Albania","Internal Flow","Million cubic metres","17,450.55","b"
"2013","Albania","Actual external inflow from neighbouring territories","Million cubic metres","14,280","e"
"2013","Albania","Total actual outflow","Million cubic metres","31,371.2",""
"2013","Albania","Renewable freshwater resources","Million cubic metres","31,730.55",""
"2013","Serbia","Precipitation","Million cubic metres","53,569.01",""
"2013","Serbia","Actual evapotranspiration","Million cubic metres","40,912.1",""
"2013","Serbia","Internal Flow","Million cubic metres","12,656.91",""
"2013","Serbia","Actual external inflow from neighbouring territories","Million cubic metres","177,188.26",""
"2013","Serbia","Total actual outflow","Million cubic metres","189,845.18",""
"2013","Serbia","Renewable freshwater resources","Million cubic metres","189,845.17",""
"2013","Turkey","Precipitation","Million cubic metres","547,042",""
"2013","Turkey","Actual evapotranspiration","Million cubic metres",":",""
"2013","Turkey","Internal Flow","Million cubic metres",":",""
"2013","Turkey","Actual external inflow from neighbouring territories","Million cubic metres","6,900",""
"2013","Turkey","Total actual outflow","Million cubic metres","178,000",""
"2013","Turkey","Renewable freshwater resources","Million cubic metres",":",""
"2013","Bosnia and Herzegovina","Precipitation","Million cubic metres","36,222",""
"2013","Bosnia and Herzegovina","Actual evapotranspiration","Million cubic metres","21,733",""
"2013","Bosnia and Herzegovina","Internal Flow","Million cubic metres","14,489",""
"2013","Bosnia and Herzegovina","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Bosnia and Herzegovina","Total actual outflow","Million cubic metres",":",""
"2013","Bosnia and Herzegovina","Renewable freshwater resources","Million cubic metres",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Precipitation","Million cubic metres","702.8",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Actual evapotranspiration","Million cubic metres",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Internal Flow","Million cubic metres",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Total actual outflow","Million cubic metres",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Renewable freshwater resources","Million cubic metres",":",""
"2014","Belgium","Precipitation","Million cubic metres","26,544",""
"2014","Belgium","Actual evapotranspiration","Million cubic metres",":",""
"2014","Belgium","Internal Flow","Million cubic metres",":",""
"2014","Belgium","Actual external inflow from neighbouring territories","Million cubic metres","15,475","e"
"2014","Belgium","Total actual outflow","Million cubic metres","22,124","e"
"2014","Belgium","Renewable freshwater resources","Million cubic metres",":",""
"2014","Bulgaria","Precipitation","Million cubic metres","115,305.891",""
"2014","Bulgaria","Actual evapotranspiration","Million cubic metres","90,475.891",""
"2014","Bulgaria","Internal Flow","Million cubic metres","24,830",""
"2014","Bulgaria","Actual external inflow from neighbouring territories","Million cubic metres","93,910",""
"2014","Bulgaria","Total actual outflow","Million cubic metres","130,870",""
"2014","Bulgaria","Renewable freshwater resources","Million cubic metres","118,740",""
"2014","Czech Republic","Precipitation","Million cubic metres","51,420","e"
"2014","Czech Republic","Actual evapotranspiration","Million cubic metres","43,297","e"
"2014","Czech Republic","Internal Flow","Million cubic metres","8,123",""
"2014","Czech Republic","Actual external inflow from neighbouring territories","Million cubic metres","388","e"
"2014","Czech Republic","Total actual outflow","Million cubic metres","10,661","e"
"2014","Czech Republic","Renewable freshwater resources","Million cubic metres","8,511",""
"2014","Denmark","Precipitation","Million cubic metres",":",""
"2014","Denmark","Actual evapotranspiration","Million cubic metres",":",""
"2014","Denmark","Internal Flow","Million cubic metres",":",""
"2014","Denmark","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Denmark","Total actual outflow","Million cubic metres",":",""
"2014","Denmark","Renewable freshwater resources","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Precipitation","Million cubic metres","257,000",""
"2014","Germany (until 1990 former territory of the FRG)","Actual evapotranspiration","Million cubic metres","190,000",""
"2014","Germany (until 1990 former territory of the FRG)","Internal Flow","Million cubic metres","67,000",""
"2014","Germany (until 1990 former territory of the FRG)","Actual external inflow from neighbouring territories","Million cubic metres","64,000",""
"2014","Germany (until 1990 former territory of the FRG)","Total actual outflow","Million cubic metres","143,000",""
"2014","Germany (until 1990 former territory of the FRG)","Renewable freshwater resources","Million cubic metres","131,000",""
"2014","Estonia","Precipitation","Million cubic metres",":",""
"2014","Estonia","Actual evapotranspiration","Million cubic metres",":",""
"2014","Estonia","Internal Flow","Million cubic metres",":",""
"2014","Estonia","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Estonia","Total actual outflow","Million cubic metres",":",""
"2014","Estonia","Renewable freshwater resources","Million cubic metres",":",""
"2014","Ireland","Precipitation","Million cubic metres","97,855",""
"2014","Ireland","Actual evapotranspiration","Million cubic metres","38,163",""
"2014","Ireland","Internal Flow","Million cubic metres","59,692",""
"2014","Ireland","Actual external inflow from neighbouring territories","Million cubic metres","4,240",""
"2014","Ireland","Total actual outflow","Million cubic metres",":",""
"2014","Ireland","Renewable freshwater resources","Million cubic metres","63,932",""
"2014","Greece","Precipitation","Million cubic metres",":",""
"2014","Greece","Actual evapotranspiration","Million cubic metres",":",""
"2014","Greece","Internal Flow","Million cubic metres",":",""
"2014","Greece","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Greece","Total actual outflow","Million cubic metres",":",""
"2014","Greece","Renewable freshwater resources","Million cubic metres",":",""
"2014","Spain","Precipitation","Million cubic metres",":",""
"2014","Spain","Actual evapotranspiration","Million cubic metres",":",""
"2014","Spain","Internal Flow","Million cubic metres",":",""
"2014","Spain","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Spain","Total actual outflow","Million cubic metres",":",""
"2014","Spain","Renewable freshwater resources","Million cubic metres",":",""
"2014","France","Precipitation","Million cubic metres","567,709.2",""
"2014","France","Actual evapotranspiration","Million cubic metres","276,675",""
"2014","France","Internal Flow","Million cubic metres","291,034.2",""
"2014","France","Actual external inflow from neighbouring territories","Million cubic metres","12,407.62",""
"2014","France","Total actual outflow","Million cubic metres","217,457.706",""
"2014","France","Renewable freshwater resources","Million cubic metres","303,441.82",""
"2014","Croatia","Precipitation","Million cubic metres","85,551",""
"2014","Croatia","Actual evapotranspiration","Million cubic metres","54,586",""
"2014","Croatia","Internal Flow","Million cubic metres","30,965",""
"2014","Croatia","Actual external inflow from neighbouring territories","Million cubic metres","113,750",""
"2014","Croatia","Total actual outflow","Million cubic metres","91,221",""
"2014","Croatia","Renewable freshwater resources","Million cubic metres","144,715",""
"2014","Italy","Precipitation","Million cubic metres",":",""
"2014","Italy","Actual evapotranspiration","Million cubic metres",":",""
"2014","Italy","Internal Flow","Million cubic metres",":",""
"2014","Italy","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Italy","Total actual outflow","Million cubic metres",":",""
"2014","Italy","Renewable freshwater resources","Million cubic metres",":",""
"2014","Cyprus","Precipitation","Million cubic metres","2,358",""
"2014","Cyprus","Actual evapotranspiration","Million cubic metres","2,122",""
"2014","Cyprus","Internal Flow","Million cubic metres","236",""
"2014","Cyprus","Actual external inflow from neighbouring territories","Million cubic metres","0",""
"2014","Cyprus","Total actual outflow","Million cubic metres","63",""
"2014","Cyprus","Renewable freshwater resources","Million cubic metres","236",""
"2014","Latvia","Precipitation","Million cubic metres",":",""
"2014","Latvia","Actual evapotranspiration","Million cubic metres",":",""
"2014","Latvia","Internal Flow","Million cubic metres",":",""
"2014","Latvia","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Latvia","Total actual outflow","Million cubic metres",":",""
"2014","Latvia","Renewable freshwater resources","Million cubic metres",":",""
"2014","Lithuania","Precipitation","Million cubic metres","41,197.66",""
"2014","Lithuania","Actual evapotranspiration","Million cubic metres",":",""
"2014","Lithuania","Internal Flow","Million cubic metres",":",""
"2014","Lithuania","Actual external inflow from neighbouring territories","Million cubic metres","7,689.48",""
"2014","Lithuania","Total actual outflow","Million cubic metres","18,446.84",""
"2014","Lithuania","Renewable freshwater resources","Million cubic metres",":",""
"2014","Luxembourg","Precipitation","Million cubic metres",":",""
"2014","Luxembourg","Actual evapotranspiration","Million cubic metres",":",""
"2014","Luxembourg","Internal Flow","Million cubic metres",":",""
"2014","Luxembourg","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Luxembourg","Total actual outflow","Million cubic metres",":",""
"2014","Luxembourg","Renewable freshwater resources","Million cubic metres",":",""
"2014","Hungary","Precipitation","Million cubic metres","70,680",""
"2014","Hungary","Actual evapotranspiration","Million cubic metres","59,520",""
"2014","Hungary","Internal Flow","Million cubic metres","11,160",""
"2014","Hungary","Actual external inflow from neighbouring territories","Million cubic metres","102,590",""
"2014","Hungary","Total actual outflow","Million cubic metres","109,918",""
"2014","Hungary","Renewable freshwater resources","Million cubic metres","113,750",""
"2014","Malta","Precipitation","Million cubic metres","159.37",""
"2014","Malta","Actual evapotranspiration","Million cubic metres","70.11",""
"2014","Malta","Internal Flow","Million cubic metres","89.26",""
"2014","Malta","Actual external inflow from neighbouring territories","Million cubic metres","0",""
"2014","Malta","Total actual outflow","Million cubic metres","64.87",""
"2014","Malta","Renewable freshwater resources","Million cubic metres","89.26",""
"2014","Netherlands","Precipitation","Million cubic metres","31,678.16",""
"2014","Netherlands","Actual evapotranspiration","Million cubic metres","20,028.32",""
"2014","Netherlands","Internal Flow","Million cubic metres","11,649.84",""
"2014","Netherlands","Actual external inflow from neighbouring territories","Million cubic metres","70,643.56",""
"2014","Netherlands","Total actual outflow","Million cubic metres","77,224.55",""
"2014","Netherlands","Renewable freshwater resources","Million cubic metres","82,293.4",""
"2014","Austria","Precipitation","Million cubic metres",":",""
"2014","Austria","Actual evapotranspiration","Million cubic metres",":",""
"2014","Austria","Internal Flow","Million cubic metres",":",""
"2014","Austria","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Austria","Total actual outflow","Million cubic metres",":",""
"2014","Austria","Renewable freshwater resources","Million cubic metres",":",""
"2014","Poland","Precipitation","Million cubic metres","199,957.2",""
"2014","Poland","Actual evapotranspiration","Million cubic metres","154,339",""
"2014","Poland","Internal Flow","Million cubic metres","45,618.2",""
"2014","Poland","Actual external inflow from neighbouring territories","Million cubic metres","6,620.4",""
"2014","Poland","Total actual outflow","Million cubic metres","52,238.6",""
"2014","Poland","Renewable freshwater resources","Million cubic metres","52,238.6",""
"2014","Portugal","Precipitation","Million cubic metres",":",""
"2014","Portugal","Actual evapotranspiration","Million cubic metres",":",""
"2014","Portugal","Internal Flow","Million cubic metres",":",""
"2014","Portugal","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Portugal","Total actual outflow","Million cubic metres",":",""
"2014","Portugal","Renewable freshwater resources","Million cubic metres",":",""
"2014","Romania","Precipitation","Million cubic metres","197,196",""
"2014","Romania","Actual evapotranspiration","Million cubic metres","155,230",""
"2014","Romania","Internal Flow","Million cubic metres","41,966",""
"2014","Romania","Actual external inflow from neighbouring territories","Million cubic metres","222",""
"2014","Romania","Total actual outflow","Million cubic metres","10,202",""
"2014","Romania","Renewable freshwater resources","Million cubic metres","42,188",""
"2014","Slovenia","Precipitation","Million cubic metres","39,897",""
"2014","Slovenia","Actual evapotranspiration","Million cubic metres","14,671",""
"2014","Slovenia","Internal Flow","Million cubic metres","25,226",""
"2014","Slovenia","Actual external inflow from neighbouring territories","Million cubic metres","21,120",""
"2014","Slovenia","Total actual outflow","Million cubic metres",":",""
"2014","Slovenia","Renewable freshwater resources","Million cubic metres","46,346",""
"2014","Slovakia","Precipitation","Million cubic metres","46,806",""
"2014","Slovakia","Actual evapotranspiration","Million cubic metres","25,499",""
"2014","Slovakia","Internal Flow","Million cubic metres","21,307",""
"2014","Slovakia","Actual external inflow from neighbouring territories","Million cubic metres","58,209",""
"2014","Slovakia","Total actual outflow","Million cubic metres","72,372",""
"2014","Slovakia","Renewable freshwater resources","Million cubic metres","79,516",""
"2014","Finland","Precipitation","Million cubic metres",":",""
"2014","Finland","Actual evapotranspiration","Million cubic metres",":",""
"2014","Finland","Internal Flow","Million cubic metres",":",""
"2014","Finland","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Finland","Total actual outflow","Million cubic metres",":",""
"2014","Finland","Renewable freshwater resources","Million cubic metres",":",""
"2014","Sweden","Precipitation","Million cubic metres","337,479",""
"2014","Sweden","Actual evapotranspiration","Million cubic metres","177,419",""
"2014","Sweden","Internal Flow","Million cubic metres","160,060",""
"2014","Sweden","Actual external inflow from neighbouring territories","Million cubic metres","13,772",""
"2014","Sweden","Total actual outflow","Million cubic metres","183,916",""
"2014","Sweden","Renewable freshwater resources","Million cubic metres","173,832",""
"2014","United Kingdom","Precipitation","Million cubic metres",":",""
"2014","United Kingdom","Actual evapotranspiration","Million cubic metres",":",""
"2014","United Kingdom","Internal Flow","Million cubic metres",":",""
"2014","United Kingdom","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","United Kingdom","Total actual outflow","Million cubic metres",":",""
"2014","United Kingdom","Renewable freshwater resources","Million cubic metres",":",""
"2014","Liechtenstein","Precipitation","Million cubic metres",":",""
"2014","Liechtenstein","Actual evapotranspiration","Million cubic metres",":",""
"2014","Liechtenstein","Internal Flow","Million cubic metres",":",""
"2014","Liechtenstein","Actual external inflow from neighbouring territories","Million cubic metres",":",""
"2014","Liechtenstein","Total actual outflow","Million cubic metres",":",""
"2014","Liechtenstein","Renewable freshwater resources","Million cubic metres",":",""
"2014","Norway","Precipitation","Million cubic metres","357,169","e"
"2014","Norway","Actual evapotranspiration","Million cubic metres","156,542","e"
"2014","Norway","Internal Flow","Million cubic metres","200,627",""
"2014","Norway","Actual external inflow from neighbouring territories","Million cubic metres","10,703","e"
"2014","Norway","Total actual outflow","Million cubic metres","426,871","e"
