"TIME","RBD","WAT_PROC","NACE_R2","UNIT","Value","Flag and Footnotes"
"2007","Gran Canaria - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Gran Canaria - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Gran Canaria - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Gran Canaria - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Ceuta - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Ceuta - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Ceuta - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Ceuta - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Ceuta - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","France","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","France","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","France","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","France","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","France","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Croatia","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Croatia","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Croatia","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Croatia","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Croatia","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Danube - RBD (HR)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Danube - RBD (HR)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Danube - RBD (HR)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Danube - RBD (HR)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Danube - RBD (HR)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Adriatic - RBD (HR)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Adriatic - RBD (HR)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Adriatic - RBD (HR)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Adriatic - RBD (HR)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Adriatic - RBD (HR)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Italy","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Italy","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Italy","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Italy","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Italy","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Eastern Alps - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Eastern Alps - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Eastern Alps - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Eastern Alps - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Eastern Alps - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Po - RBD (IT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Po - RBD (IT)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Po - RBD (IT)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Po - RBD (IT)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Po - RBD (IT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Northern Apennines - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Northern Apennines - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Northern Apennines - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Northern Apennines - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Northern Apennines - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Serchio - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Serchio - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Serchio - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Serchio - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Serchio - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Middle Apennines - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Middle Apennines - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Middle Apennines - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Middle Apennines - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Middle Apennines - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Southern Apennines - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Southern Apennines - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Southern Apennines - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Southern Apennines - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Southern Apennines - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Sardinia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Sardinia - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Sardinia - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Sardinia - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Sardinia - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Sicily - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Sicily - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Sicily - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Sicily - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Sicily - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Cyprus","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","35.6",""
"2007","Cyprus","Public water supply and self and other supply","Industry and construction","Million cubic metres","1,206.31",""
"2007","Cyprus","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Cyprus","Public water supply and self and other supply","Households","Million cubic metres","73.9",""
"2007","Cyprus","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","1,315.81",""
"2007","Cyprus - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","35.6",""
"2007","Cyprus - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","1,206.31",""
"2007","Cyprus - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Cyprus - RBD","Public water supply and self and other supply","Households","Million cubic metres","73.9",""
"2007","Cyprus - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","1,315.81",""
"2007","Latvia","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","49.88",""
"2007","Latvia","Public water supply and self and other supply","Industry and construction","Million cubic metres","99.25",""
"2007","Latvia","Public water supply and self and other supply","Services","Million cubic metres","38.13",""
"2007","Latvia","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Latvia","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","187.26",""
"2007","Daugava - RBD (LV)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","40.12",""
"2007","Daugava - RBD (LV)","Public water supply and self and other supply","Industry and construction","Million cubic metres","78.69",""
"2007","Daugava - RBD (LV)","Public water supply and self and other supply","Services","Million cubic metres","12.29",""
"2007","Daugava - RBD (LV)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Daugava - RBD (LV)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","131.1",""
"2007","Gauja (Koiva) - RBD (LV)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","8.29",""
"2007","Gauja (Koiva) - RBD (LV)","Public water supply and self and other supply","Industry and construction","Million cubic metres","4.42",""
"2007","Gauja (Koiva) - RBD (LV)","Public water supply and self and other supply","Services","Million cubic metres","6.78",""
"2007","Gauja (Koiva) - RBD (LV)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Gauja (Koiva) - RBD (LV)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","19.49",""
"2007","Lielupe - RBD (LV)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.94",""
"2007","Lielupe - RBD (LV)","Public water supply and self and other supply","Industry and construction","Million cubic metres","6.42",""
"2007","Lielupe - RBD (LV)","Public water supply and self and other supply","Services","Million cubic metres","7.57",""
"2007","Lielupe - RBD (LV)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Lielupe - RBD (LV)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","14.93",""
"2007","Venta - RBD (LV)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.53",""
"2007","Venta - RBD (LV)","Public water supply and self and other supply","Industry and construction","Million cubic metres","9.72",""
"2007","Venta - RBD (LV)","Public water supply and self and other supply","Services","Million cubic metres","11.49",""
"2007","Venta - RBD (LV)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Venta - RBD (LV)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","21.74",""
"2007","Lithuania","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Lithuania","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Lithuania","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Lithuania","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Lithuania","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Nemunas - RBD (LT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Nemunas - RBD (LT)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Nemunas - RBD (LT)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Nemunas - RBD (LT)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Nemunas - RBD (LT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Venta - RBD (LT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Venta - RBD (LT)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Venta - RBD (LT)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Venta - RBD (LT)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Venta - RBD (LT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Lielupe - RBD (LT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Lielupe - RBD (LT)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Lielupe - RBD (LT)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Lielupe - RBD (LT)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Lielupe - RBD (LT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Daugava - RBD (LT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Daugava - RBD (LT)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Daugava - RBD (LT)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Daugava - RBD (LT)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Daugava - RBD (LT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Luxembourg","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Luxembourg","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Luxembourg","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Luxembourg","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Luxembourg","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Rhine - RBD (LU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Rhine - RBD (LU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Rhine - RBD (LU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Rhine - RBD (LU)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Rhine - RBD (LU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Hungary","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Hungary","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Hungary","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Hungary","Public water supply and self and other supply","Households","Million cubic metres","375.66",""
"2007","Hungary","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Danube - RBD (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Danube - RBD (HU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Danube - RBD (HU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Danube - RBD (HU)","Public water supply and self and other supply","Households","Million cubic metres","375.66",""
"2007","Danube - RBD (HU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Balaton","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Balaton","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Balaton","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Balaton","Public water supply and self and other supply","Households","Million cubic metres","14.7",""
"2007","Balaton","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Dráva / Drau (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Dráva / Drau (HU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Dráva / Drau (HU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Dráva / Drau (HU)","Public water supply and self and other supply","Households","Million cubic metres","13.57",""
"2007","Dráva / Drau (HU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Danube (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Danube (HU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Danube (HU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Danube (HU)","Public water supply and self and other supply","Households","Million cubic metres","221.87",""
"2007","Danube (HU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Tisza / Tysa (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Tisza / Tysa (HU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Tisza / Tysa (HU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Tisza / Tysa (HU)","Public water supply and self and other supply","Households","Million cubic metres","125.51",""
"2007","Tisza / Tysa (HU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Malta","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","22.87",""
"2007","Malta","Public water supply and self and other supply","Industry and construction","Million cubic metres","500.22",""
"2007","Malta","Public water supply and self and other supply","Services","Million cubic metres","2.69",""
"2007","Malta","Public water supply and self and other supply","Households","Million cubic metres","11.18",""
"2007","Malta","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","547.32",""
"2007","Malta - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","22.87",""
"2007","Malta - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","500.22",""
"2007","Malta - RBD","Public water supply and self and other supply","Services","Million cubic metres","2.69",""
"2007","Malta - RBD","Public water supply and self and other supply","Households","Million cubic metres","11.18",""
"2007","Malta - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","547.32",""
"2007","Netherlands","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","117.9","e"
"2007","Netherlands","Public water supply and self and other supply","Industry and construction","Million cubic metres","13,521.7","e"
"2007","Netherlands","Public water supply and self and other supply","Services","Million cubic metres","95.1","e"
"2007","Netherlands","Public water supply and self and other supply","Households","Million cubic metres","789.4","e"
"2007","Netherlands","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","14,524.1","e"
"2007","Austria","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Austria","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Austria","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Austria","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Austria","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Poland","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Poland","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Poland","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Poland","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Poland","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Danube - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Danube - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Danube - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Danube - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Danube - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Little Vistula","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Little Vistula","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Little Vistula","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Little Vistula","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Little Vistula","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Upper Vistula","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Upper Vistula","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Upper Vistula","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Upper Vistula","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Upper Vistula","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Middle Vistula without Bug and Narew","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Middle Vistula without Bug and Narew","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Middle Vistula without Bug and Narew","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Middle Vistula without Bug and Narew","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Middle Vistula without Bug and Narew","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Bug and Narew","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Bug and Narew","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Bug and Narew","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Bug and Narew","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Bug and Narew","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Lower Vistula","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Lower Vistula","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Lower Vistula","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Lower Vistula","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Lower Vistula","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Swieza - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Swieza - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Swieza - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Swieza - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Swieza - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Jarft - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Jarft - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Jarft - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Jarft - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Jarft - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Odra / Oder - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Odra / Oder - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Odra / Oder - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Odra / Oder - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Odra / Oder - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Upper Oder","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Upper Oder","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Upper Oder","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Upper Oder","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Upper Oder","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Middle Oder","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Middle Oder","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Middle Oder","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Middle Oder","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Middle Oder","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Warta","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Warta","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Warta","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Warta","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Warta","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Lower Oder and Western Coast","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Lower Oder and Western Coast","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Lower Oder and Western Coast","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Lower Oder and Western Coast","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Lower Oder and Western Coast","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Nemunas - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Nemunas - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Nemunas - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Nemunas - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Nemunas - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Dniester - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2007","Dniester - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2007","Dniester - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2007","Dniester - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2007","Dniester - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2007","Portugal","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.91",""
"2007","Portugal","Public water supply and self and other supply","Industry and construction","Million cubic metres","8.69",""
"2007","Portugal","Public water supply and self and other supply","Services","Million cubic metres","13.2",""
"2007","Portugal","Public water supply and self and other supply","Households","Million cubic metres","548.84",""
"2007","Portugal","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","660.49",""
"2007","Minho and Lima - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2007","Minho and Lima - RBD (PT)","Public water supply and self and other supply","Industry and construction","Million cubic metres","0.01",""
"2007","Minho and Lima - RBD (PT)","Public water supply and self and other supply","Services","Million cubic metres","0.06",""
