"TIME","RBD","WW_TPAR","WW_TP","UNIT","Value","Flag and Footnotes"
"2011","Weser","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Weser","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Aller","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Aller","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Aller","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Aller","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Aller","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Aller","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Aller","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Aller","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Aller","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Leine","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Leine","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Leine","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Leine","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Leine","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Leine","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Leine","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Leine","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Leine","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Weser","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Weser","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Weser","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Weser","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Weser","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Weser","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Weser","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Weser","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Weser","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Elbe / Labe - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Elbe / Labe - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Elbe / Labe - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Elbe / Labe - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Elbe / Labe - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Elbe / Labe - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Elbe / Labe - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Elbe / Labe - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Elbe / Labe - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Mulde-Elbe-Schwarze Elster","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Mulde-Elbe-Schwarze Elster","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Mulde-Elbe-Schwarze Elster","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Mulde-Elbe-Schwarze Elster","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Mulde-Elbe-Schwarze Elster","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Mulde-Elbe-Schwarze Elster","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Mulde-Elbe-Schwarze Elster","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Mulde-Elbe-Schwarze Elster","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Mulde-Elbe-Schwarze Elster","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Mittelelbe-Elde","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Mittelelbe-Elde","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Mittelelbe-Elde","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Mittelelbe-Elde","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Mittelelbe-Elde","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Mittelelbe-Elde","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Mittelelbe-Elde","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Mittelelbe-Elde","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Mittelelbe-Elde","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Havel","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Havel","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Havel","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Havel","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Havel","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Havel","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Havel","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Havel","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Havel","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Elbe","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Elbe","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Elbe","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Elbe","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Elbe","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Elbe","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Elbe","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Elbe","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Tide-Elbe","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Oder / Odra - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Oder / Odra - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Oder / Odra - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Oder / Odra - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Oder / Odra - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Oder / Odra - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Oder / Odra - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Oder / Odra - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Oder / Odra - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Maas / Meuse - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Maas / Meuse - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Maas / Meuse - RBD (DE)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Maas / Meuse - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Maas / Meuse - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Maas / Meuse - RBD (DE)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Maas / Meuse - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Maas / Meuse - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Maas / Meuse - RBD (DE)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Eider - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Eider - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Eider - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Eider - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Eider - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Eider - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Eider - RBD","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Eider - RBD","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Eider - RBD","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Schlei-Trave - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Schlei-Trave - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Schlei-Trave - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Schlei-Trave - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Schlei-Trave - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Schlei-Trave - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Schlei-Trave - RBD","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Schlei-Trave - RBD","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Schlei-Trave - RBD","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Warnow-Peene - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Warnow-Peene - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Warnow-Peene - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Warnow-Peene - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Warnow-Peene - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Warnow-Peene - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Warnow-Peene - RBD","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Warnow-Peene - RBD","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Warnow-Peene - RBD","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Eastern Ireland - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.3",""
"2011","Eastern Ireland - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","31.33",""
"2011","Eastern Ireland - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","19.3",""
"2011","Eastern Ireland - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.59",""
"2011","Eastern Ireland - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","17.35",""
"2011","Eastern Ireland - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","13.1",""
"2011","Eastern Ireland - RBD","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.72",""
"2011","Eastern Ireland - RBD","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","0.81",""
"2011","Eastern Ireland - RBD","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","0.45",""
"2011","Shannon - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","1.59",""
"2011","Shannon - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","34.55",""
"2011","Shannon - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","8.31",""
"2011","Shannon - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","1.66",""
"2011","Shannon - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","26.63",""
"2011","Shannon - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","5.54",""
"2011","Shannon - RBD","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.5",""
"2011","Shannon - RBD","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","2.08",""
"2011","Shannon - RBD","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","0.21",""
"2011","South Eastern Ireland - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.3",""
"2011","South Eastern Ireland - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","8.11",""
"2011","South Eastern Ireland - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","13.67",""
"2011","South Eastern Ireland - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.5",""
"2011","South Eastern Ireland - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","7.62",""
"2011","South Eastern Ireland - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","9.22",""
"2011","South Eastern Ireland - RBD","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0",""
"2011","South Eastern Ireland - RBD","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","0.11",""
"2011","South Eastern Ireland - RBD","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","0.63",""
"2011","Cyprus","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus - RBD","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus - RBD","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus - RBD","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus - RBD","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Cyprus - RBD","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Lithuania","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Lithuania","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Lithuania","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Lithuania","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Lithuania","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Lithuania","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Lithuania","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Lithuania","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Lithuania","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Nemunas - RBD (LT)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","7.35",""
"2011","Nemunas - RBD (LT)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","37",""
"2011","Nemunas - RBD (LT)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","205.03",""
"2011","Nemunas - RBD (LT)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.25",""
"2011","Nemunas - RBD (LT)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","15.6",""
"2011","Nemunas - RBD (LT)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","143.5",""
"2011","Nemunas - RBD (LT)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.07",""
"2011","Nemunas - RBD (LT)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","0.4",""
"2011","Nemunas - RBD (LT)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","2.34",""
"2011","Baltic Sea coastal waters","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Baltic Sea coastal waters","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Baltic Sea coastal waters","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Baltic Sea coastal waters","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Baltic Sea coastal waters","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Baltic Sea coastal waters","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Baltic Sea coastal waters","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day",":",""
"2011","Baltic Sea coastal waters","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day",":",""
"2011","Baltic Sea coastal waters","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day",":",""
"2011","Venta - RBD (LT)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.13",""
"2011","Venta - RBD (LT)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","5.1",""
"2011","Venta - RBD (LT)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","17.4",""
"2011","Venta - RBD (LT)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.02",""
"2011","Venta - RBD (LT)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","5.13",""
"2011","Venta - RBD (LT)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","8.91",""
"2011","Venta - RBD (LT)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0",""
"2011","Venta - RBD (LT)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","0.16",""
"2011","Venta - RBD (LT)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","0.1",""
"2011","Lielupe - RBD (LT)","Design capacity BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.02",""
"2011","Lielupe - RBD (LT)","Design capacity BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","6.19",""
"2011","Lielupe - RBD (LT)","Design capacity BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","35.65",""
"2011","Lielupe - RBD (LT)","Incoming load BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0.01",""
"2011","Lielupe - RBD (LT)","Incoming load BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","1.63",""
"2011","Lielupe - RBD (LT)","Incoming load BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","22.78",""
"2011","Lielupe - RBD (LT)","Effluent BOD5","Urban and other wastewater treatment plants - primary treatment","Tonnes of O2 per day","0",""
"2011","Lielupe - RBD (LT)","Effluent BOD5","Urban and other wastewater treatment plants - secondary treatment","Tonnes of O2 per day","0.05",""
"2011","Lielupe - RBD (LT)","Effluent BOD5","Urban and other wastewater treatment plants - tertiary treatment","Tonnes of O2 per day","0.2",""
